Jill,36,4,8,50,1
Jill,32,35,47,11,2
Joy,3,29,33,23,3
Sam,41,50,32,26,2
Sam,2,9,23,23,3
Jill,17,46,20,48,3
Sam,43,17,42,7,4
Mel,36,45,35,42,4
Joe,35,29,39,24,2
Joe,5,37,49,8,2
Sam,20,49,30,8,1
Sam,24,6,1,5,1
Mel,12,39,20,26,3
Joy,10,35,7,13,4
Mel,17,49,47,12,2
Joe,24,32,33,37,2
Sam,32,10,43,20,5
Joe,42,45,25,17,4
Jill,2,11,34,49,4
Joe,47,2,1,26,1
Mel,37,37,31,38,4
Joe,10,13,7,5,2
Joe,42,21,41,25,2
Mel,2,20,12,30,3
Joe,26,44,18,4,1
Sam,4,6,3,35,4
Jill,27,33,9,2,1
Jill,13,5,34,12,1
Joe,47,29,48,17,1
Mel,42,27,35,41,2
Mel,16,8,39,45,5
Joy,27,45,47,30,3
Jill,16,22,28,27,5
Mel,36,13,48,13,1
Joy,39,22,6,44,5
Sam,26,37,10,9,3
Joy,32,49,31,9,3
Jill,39,42,39,14,1
Joe,48,31,39,45,1
Joy,41,44,50,47,2
Joy,27,40,49,27,4
Sam,33,3,23,41,5
Jill,41,11,18,35,2
Joy,18,1,4,3,1
Joe,28,16,34,12,2
Joy,16,12,17,12,1
Mel,3,43,17,34,5
Jill,44,18,10,37,3
Joy,1,6,15,20,2
Mel,20,43,17,28,5
Mel,27,22,10,32,2
Joe,48,7,11,6,3
Jill,50,9,11,15,5
Jill,23,6,36,37,1
Joy,36,10,27,18,1
Joy,15,30,1,36,3
Joe,12,16,10,4,5
Mel,44,2,9,40,4
Joy,43,44,10,36,5
Sam,23,23,36,8,3
Joy,22,38,23,41,4
Jill,39,22,5,18,3
Sam,24,20,10,16,1
Joy,15,6,49,14,4
Sam,17,20,12,12,2
Joy,26,2,46,36,1
Jill,31,29,9,20,1
Jill,45,29,7,18,4
Sam,15,45,45,31,1
Joe,16,45,29,12,5
Sam,22,33,41,33,1
Joe,21,18,6,9,1
Mel,5,34,31,29,4
Joy,48,34,47,20,3
Joy,28,15,4,17,5
Joy,21,46,10,47,5
Mel,32,18,33,36,4
Mel,24,22,44,45,4
Sam,48,3,50,38,4
Joe,14,4,14,6,3
Joe,46,13,43,14,3
Jill,11,35,13,33,2
Joe,5,13,34,49,5
Joe,22,29,19,44,4
Mel,2,18,16,23,3
Jill,29,4,7,47,5
Jill,4,15,40,36,2
Sam,4,20,26,10,3
Jill,16,50,40,21,2
Jill,31,38,50,47,5
Mel,21,22,46,10,4
Sam,24,29,49,4,1
Joy,32,24,29,44,1
Jill,50,13,9,48,2
Mel,44,36,23,41,1
Joe,7,1,36,32,5
Joe,37,26,48,11,5
Sam,42,5,45,11,2
Joe,12,48,27,3,2
Sam,33,18,1,23,2
Mel,44,35,44,7,5
Joy,34,35,25,24,5
Mel,21,22,40,3,5
Joy,40,17,13,30,2
Sam,18,26,42,31,2
Joe,14,13,42,1,1
Joe,34,12,6,19,4
Joy,17,2,49,33,5
Joe,50,44,39,48,3
Joe,38,31,30,1,2
Mel,47,21,2,10,4
Joe,38,13,27,37,1
Sam,24,25,3,17,5
Joy,11,43,16,45,1
Joe,37,6,1,28,1
Mel,37,39,32,31,5
Joe,27,47,26,46,4
Joe,4,18,32,46,5
Joy,18,30,9,17,4
Joe,37,38,5,14,1
Joy,44,1,50,40,3
Joe,25,43,49,19,1
Joy,3,46,11,12,2
Joy,38,42,11,14,1
Mel,23,49,10,18,5
Sam,2,48,21,48,2
Joy,49,9,32,27,2
Joy,43,49,29,33,5
Joe,6,22,43,41,3
Jill,14,1,15,29,3
Joy,17,48,14,6,4
Jill,27,42,22,14,2
Joy,21,46,29,26,3
Jill,21,17,17,22,1
Sam,43,20,28,48,2
Sam,45,45,49,23,3
Joe,22,17,18,21,3
Jill,49,39,2,9,3
Sam,34,41,50,29,3
Jill,15,20,4,47,1
Sam,6,23,18,26,2
Jill,12,45,15,31,3
Joy,28,34,36,9,2
Joe,12,16,41,28,4
Mel,12,1,10,8,1
Joy,30,16,45,27,2
Jill,17,12,29,1,1
Joe,21,42,37,45,5
Joy,48,8,17,20,5
Jill,32,45,12,30,4
Jill,13,14,31,42,4
Joe,8,10,26,33,2
Sam,30,22,27,34,4
Sam,21,43,14,37,1
Sam,6,15,30,49,5
Joe,10,15,40,27,3
Jill,18,46,2,25,1
Joy,49,48,6,5,5
Sam,1,46,46,4,3
Mel,43,1,20,34,2
Jill,8,26,45,3,3
Sam,35,10,39,20,3
Jill,42,44,31,4,2
Joe,3,33,9,10,4
Sam,23,25,25,35,3
Joy,40,6,17,6,3
Joy,49,44,32,49,4
Sam,34,31,46,27,1
Sam,29,13,49,50,4
Joe,16,10,39,22,3
Joe,47,36,43,6,5
Sam,28,40,22,25,3
Sam,6,33,12,23,4
Jill,42,1,34,48,1
Mel,9,18,47,48,2
Mel,22,29,5,16,5
Joe,44,26,14,23,5
Joe,11,29,36,20,2
Sam,21,25,19,47,1
Mel,5,49,18,25,5
Mel,7,24,48,23,5
Joe,10,24,39,38,5
Mel,11,26,34,29,1
Joe,1,48,18,4,3
Joe,35,10,35,36,4
Jill,48,39,13,10,1
Joy,8,32,38,50,2
Jill,42,21,2,37,5
Joy,37,24,24,39,2
Jill,24,38,35,2,4
Joe,47,21,39,1,1
Jill,45,14,42,12,4
Joy,38,3,10,48,1
Jill,39,39,15,19,5
Jill,19,2,18,20,2
Jill,41,44,26,24,5
Joe,8,45,4,7,5
Mel,27,21,8,6,1
Joe,35,11,6,46,1
Sam,16,5,39,10,4
Sam,50,35,35,34,4
Joy,27,38,48,10,4
Joe,13,26,9,11,2
Joy,10,11,30,2,2
Jill,47,41,28,10,1
Joy,7,27,35,48,3
Mel,1,44,23,42,5
Mel,40,45,17,47,4
Jill,7,15,7,19,2
Mel,31,19,7,27,3
Mel,26,11,15,7,3
Mel,43,50,18,34,3
Joe,42,46,49,4,2
Joy,24,29,26,41,4
Joy,8,28,12,12,2
Sam,28,3,19,26,3
Jill,47,1,32,6,3
Joy,42,46,29,46,1
Jill,23,44,28,49,1
Sam,36,41,41,30,1
Jill,28,39,22,4,3
Joy,32,48,7,22,2
Sam,41,23,5,25,5
Mel,11,29,32,31,3
Joe,45,23,43,31,5
Sam,50,29,3,25,5
Sam,12,37,11,13,3
Jill,39,40,49,6,4
Mel,21,14,43,13,4
Mel,8,39,31,48,4
Joe,37,24,8,48,3
Jill,3,49,18,3,1
Joy,7,12,46,5,3
Joy,32,16,37,40,5
Joy,43,24,46,15,5
Jill,1,16,34,42,4
Mel,23,16,40,6,5
Jill,33,25,14,27,5
Joe,28,3,48,21,5
Sam,26,9,41,31,5
Jill,16,37,36,45,5
Joe,36,4,42,14,4
Mel,17,37,44,42,1
Joy,39,12,45,11,1
Sam,26,7,34,49,4
Joy,46,45,27,19,3
Joy,14,37,11,48,2
Sam,6,49,31,46,1
Mel,1,36,25,25,5
Joe,21,38,8,43,1
Sam,15,45,1,5,1
Jill,46,35,13,37,5
Jill,15,32,30,15,5
Joe,29,11,33,5,2
Sam,11,47,35,49,2
Jill,4,12,6,40,1
Jill,20,8,38,2,3
Mel,36,25,40,30,2
Joy,14,48,35,25,5
Jill,1,49,12,25,3
Mel,18,49,24,4,2
Mel,7,33,22,8,3
Mel,20,10,15,32,1
Joe,6,4,11,39,5
Joe,4,22,5,27,5
Joe,39,44,24,4,2
Joe,12,2,37,13,4
Joe,35,18,1,17,1
Sam,4,33,10,32,4
Jill,24,4,49,28,1
Mel,6,33,5,4,3
Mel,19,34,24,24,2
Joe,29,10,31,18,5
Sam,16,31,34,9,2
Jill,42,44,48,23,1
Joy,28,40,8,13,3
Jill,21,19,11,41,1
Joy,26,35,43,37,1
Jill,30,50,50,25,2
Mel,13,25,8,7,3
Joe,12,44,28,42,4
Joy,21,14,46,44,1
Mel,48,1,9,21,1
Jill,49,4,5,13,3
Mel,44,25,38,38,4
Joy,45,40,40,8,4
Sam,49,20,37,25,5
Jill,4,6,35,46,5
Mel,19,49,1,26,1
Joy,25,47,4,11,2
Jill,18,36,42,41,4
Mel,25,12,7,34,5
Joe,3,19,26,16,5
Joe,50,47,8,26,3
Jill,6,25,19,20,5
Mel,46,36,50,4,3
Joe,21,48,14,39,1
Sam,18,20,28,48,5
Mel,41,47,32,5,4
Sam,23,4,31,10,1
Joe,20,11,5,24,4
Jill,39,34,18,43,1
Joy,43,11,36,42,1
Joe,10,39,38,31,1
Joe,45,35,2,38,2
Jill,24,45,48,40,5
Jill,28,31,3,26,3
Jill,40,40,39,36,4
Jill,43,5,24,43,3
Mel,19,45,25,42,2
Mel,42,38,28,7,2
Mel,13,27,30,9,2
Jill,7,18,25,36,4
Mel,7,13,10,41,4
Jill,14,21,11,31,3
Joy,17,27,34,1,1
Joy,22,28,31,11,1
Jill,33,4,28,8,2
Joy,21,17,11,42,4
Jill,17,6,32,24,5
Joy,7,40,6,16,2
Joe,40,38,19,35,2
Jill,34,19,40,22,4
Mel,22,30,11,44,4
Mel,18,42,39,25,1
Mel,34,43,34,27,1
Mel,41,20,16,5,3
Joe,18,29,35,5,2
Sam,2,1,27,30,1
Jill,8,1,46,8,2
Joy,20,22,35,36,3
Jill,28,10,20,27,3
Joe,16,48,47,11,3
Joy,44,13,50,24,5
Sam,47,22,25,1,5
Joy,4,48,35,5,5
Sam,3,21,39,24,4
Joy,18,50,30,2,4
Sam,22,21,21,32,2
Mel,5,45,15,27,2
Mel,38,18,32,37,4
Sam,49,44,46,9,2
Sam,46,34,14,46,4
Joe,23,26,25,22,4
Jill,37,36,10,44,2
Jill,40,16,42,5,4
Joy,22,13,37,38,2
Joe,20,14,37,32,1
Joe,17,17,29,47,2
Jill,17,29,46,27,4
Joe,12,6,25,19,4
Mel,20,30,18,17,3
Joe,24,23,5,15,3
Joy,1,11,37,19,1
Jill,48,22,49,40,3
Mel,18,26,16,43,1
Mel,11,45,47,21,1
Mel,9,12,22,11,1
Mel,7,28,35,7,1
Joy,32,17,31,46,5
Sam,22,6,39,13,4
Joy,43,24,24,26,1
Joe,48,38,2,1,3
Jill,18,40,9,18,1
Joy,6,25,11,2,3
Mel,27,30,17,8,1
Joe,37,16,42,41,2
Jill,21,50,45,11,2
Joe,44,2,34,9,2
Mel,10,44,44,21,5
Joe,38,13,42,2,5
Mel,25,24,3,47,1
Joy,37,43,31,34,2
Sam,8,5,34,19,1
Joy,4,44,27,16,2
Sam,3,3,20,29,4
Mel,47,3,24,42,4
Jill,46,30,14,30,5
Joy,42,28,40,45,2
Joy,16,4,12,32,2
Joe,39,10,6,16,4
Jill,13,44,21,4,1
Mel,26,43,23,35,5
Joe,37,17,34,29,3
Jill,47,30,44,6,2
Mel,12,13,22,20,4
Jill,49,14,47,30,2
Joy,11,22,16,4,5
Mel,49,45,50,1,4
Mel,35,50,25,47,1
Joy,48,42,47,28,5
Jill,8,50,46,19,2
Joe,15,42,30,35,3
Joe,35,24,5,13,5
Sam,50,45,14,10,3
Joy,31,19,14,6,5
Joy,10,29,46,40,1
Joe,18,14,22,14,4
Joy,35,48,42,34,2
Joy,28,20,15,20,5
Mel,41,21,4,5,5
Joy,24,21,17,50,5
Joy,5,17,21,9,4
Joy,28,22,50,44,2
Sam,28,3,7,35,4
Mel,2,19,15,38,2
Sam,40,29,23,44,2
Sam,23,21,22,14,3
Mel,1,50,25,3,3
Jill,21,10,10,18,1
Mel,30,40,18,1,2
Sam,35,50,20,28,1
Sam,12,27,1,16,3
Joe,11,14,14,12,5
Joe,49,44,26,47,4
Jill,14,27,22,37,2
Joe,28,19,10,25,5
Sam,3,7,3,10,1
Joy,15,33,19,1,5
Sam,40,21,32,34,3
Sam,10,35,26,5,5
Joy,21,44,26,36,5
Mel,17,27,16,12,2
Mel,34,15,10,2,1
Jill,49,5,43,6,1
Joy,21,42,20,35,3
Sam,32,26,43,14,1
Jill,38,29,3,48,4
Mel,35,21,43,16,1
Joy,27,35,49,38,2
Sam,3,23,29,44,5
Mel,28,12,33,36,1
Jill,36,37,35,12,5
Joy,32,16,39,2,4
Joe,4,41,34,28,2
Joe,5,42,4,39,2
Mel,15,24,33,16,2
Mel,25,1,25,45,4
Joe,35,30,21,26,3
Joe,7,45,8,37,3
Jill,25,7,43,4,2
Mel,22,28,48,6,4
Joe,31,11,1,15,3
Joe,42,37,48,39,3
Mel,21,35,7,21,3
Mel,20,15,37,38,1
Jill,21,50,6,45,3
Joy,15,14,21,18,1
Joe,35,39,20,37,2
Joe,45,5,26,44,3
Sam,34,34,15,10,4
Jill,15,16,12,49,1
Jill,28,36,42,38,3
Mel,17,12,42,38,3
Mel,20,43,44,47,1
Mel,36,16,26,33,4
Jill,33,27,49,1,1
Sam,19,13,19,6,1
Joe,21,20,5,8,1
Joy,39,42,9,32,5
Joe,19,35,34,40,4
Joe,43,10,43,21,1
Jill,8,46,43,37,2
Mel,47,45,35,12,2
Mel,42,28,43,23,1
Mel,35,50,40,25,1
Joe,38,45,47,1,1
Jill,30,16,41,39,3
Jill,2,17,45,12,3
Jill,20,29,28,11,1
Sam,35,25,31,22,3
Jill,33,41,30,32,2
Joy,14,12,23,5,1
Joe,37,10,35,35,4
Joy,35,2,33,21,3
Sam,39,50,46,8,4
Mel,20,33,20,39,2
Jill,10,29,7,30,3
Joy,41,29,27,44,4
Sam,28,2,20,36,5
Joy,18,28,35,30,2
Mel,4,26,45,19,5
Jill,39,48,25,8,3
Jill,20,42,24,4,2
Joe,49,2,18,39,4
Sam,31,22,14,2,1
Mel,1,9,33,49,2
Joy,20,15,22,33,1
Joe,25,7,43,11,4
Mel,13,5,35,39,5
Joe,8,28,3,17,4
Sam,2,33,17,11,5
Joe,10,26,45,39,1
Mel,44,32,29,22,2
Joy,32,4,43,34,5
Joy,16,32,20,23,4
Jill,8,19,29,46,5
Jill,11,33,16,8,2
Joy,35,12,50,49,5
Joe,35,5,45,33,5
Jill,19,29,17,38,2
Joe,35,22,1,42,2
Joe,27,27,6,3,2
Joy,6,10,27,13,5
Joe,46,25,18,27,5
Jill,22,37,21,38,3
Joe,18,16,50,22,2
Jill,20,11,9,16,4
Joe,1,25,46,39,3
Jill,47,47,3,7,3
Sam,35,14,36,19,2
Sam,38,26,25,34,3
Joy,19,22,35,15,5
Jill,44,11,49,2,2
Joe,16,8,16,34,2
Joy,5,12,50,40,1
Joe,8,2,32,14,3
Joe,35,5,40,19,2
Mel,3,6,10,22,4
Joe,7,49,30,42,3
Joe,7,7,35,8,2
Mel,21,30,39,27,3
Joy,42,25,38,30,5
Joe,33,37,15,32,3
Jill,24,41,50,2,5
Sam,26,16,8,12,5
Joy,13,35,14,41,5
Mel,28,36,9,32,3
Joe,46,21,19,43,2
Joe,38,36,26,34,1
Jill,5,10,40,5,3
Joy,2,2,20,36,3
Joy,3,40,9,33,1
Mel,19,13,22,29,1
Mel,19,25,34,29,4
Mel,18,29,5,1,4
Joy,13,6,46,19,4
Joe,27,5,30,44,4
Joe,4,20,39,31,3
Joy,32,19,46,41,5
Mel,16,28,21,21,2
Joe,14,47,49,34,4
Mel,9,26,23,14,2
Joe,46,37,45,9,4
Mel,17,14,3,48,4
Mel,42,46,16,27,3
Sam,16,25,32,28,5
Joe,35,42,44,34,4
Jill,11,13,4,44,1
Jill,15,50,28,37,5
Joy,12,34,22,34,4
Sam,5,40,12,32,3
Jill,19,18,25,34,2
Jill,7,48,30,13,2
Jill,12,33,4,15,2
Jill,41,34,50,34,4
Jill,45,42,17,45,4
Jill,32,36,8,27,5
Jill,35,34,36,36,2
Jill,31,13,6,42,2
Joy,17,21,3,11,1
Mel,7,36,44,6,3
Joe,10,50,31,11,1
Joe,10,3,46,14,1
Mel,30,39,18,14,5
Mel,30,44,43,27,2
Joy,50,2,31,8,4
Jill,17,41,25,4,4
Sam,15,49,8,2,4
Mel,15,4,30,37,5
Joy,40,29,22,37,5
Jill,3,21,23,37,4
Jill,37,27,44,24,2
Joe,1,23,34,41,3
Joy,43,47,50,10,4
Mel,27,24,27,30,5
Jill,10,40,17,45,5
Joe,28,4,24,37,5
Sam,40,45,7,12,1
Mel,28,11,41,31,2
Mel,32,4,15,30,4
Jill,3,44,4,21,4
Joe,26,14,29,44,5
Mel,16,44,16,8,3
Joe,11,18,29,41,2
Sam,36,20,8,38,1
Joe,24,3,3,22,2
Joy,26,27,5,15,4
Sam,16,2,33,37,3
Jill,4,47,11,24,3
Jill,38,6,11,8,1
Joe,39,12,23,9,3
Joe,38,2,33,14,2
Sam,20,40,32,32,4
Joy,4,27,31,26,5
Mel,45,35,8,43,3
Jill,21,1,4,45,3
Jill,23,14,42,17,3
Sam,35,43,41,2,5
Mel,24,39,5,13,1
Mel,19,39,23,8,3
Mel,18,41,50,30,1
Jill,36,49,3,24,1
Jill,45,19,20,33,2
Mel,3,47,30,24,4
Joy,22,22,39,32,1
Joy,3,8,25,6,3
Mel,27,36,20,20,1
Jill,34,22,28,40,1
Joe,28,46,27,13,4
Joy,13,41,31,23,5
Mel,2,22,7,15,5
Joy,24,20,33,33,1
Joe,48,38,1,9,2
Mel,3,33,19,4,1
Jill,33,24,25,3,4
Sam,50,13,3,45,4
Sam,34,26,3,49,2
Joe,41,30,17,25,2
Sam,36,15,28,46,2
Mel,7,6,14,45,3
Sam,48,8,21,14,3
Jill,33,28,45,31,3
Joy,21,36,6,43,4
Joy,44,12,1,42,4
Jill,39,22,19,21,1
Joy,21,41,3,43,5
Joe,43,3,31,15,5
Sam,12,37,15,11,5
Joy,33,8,21,24,5
Sam,49,45,14,11,2
Jill,39,19,35,17,1
Jill,11,18,19,6,4
Mel,16,11,16,10,5
Joy,6,23,27,49,2
Joy,50,22,46,31,5
Mel,34,36,15,8,5
Joy,15,11,4,40,4
Jill,18,36,12,3,4
Sam,29,30,37,17,3
Jill,27,22,10,22,3
Sam,16,43,41,43,5
Sam,5,6,46,15,5
Sam,37,23,20,13,2
Mel,35,39,44,2,5
Jill,21,16,39,45,3
Joe,49,29,35,15,5
Mel,32,27,33,50,4
Sam,48,32,18,50,1
Sam,1,39,11,20,1
Jill,36,44,11,49,5
Jill,10,39,37,14,3
Jill,44,15,20,25,3
Joy,2,23,14,7,3
Joy,38,2,17,37,1
Jill,1,9,8,3,2
Joe,11,2,10,39,3
Joy,42,11,50,38,2
Jill,40,19,23,22,4
Jill,5,44,34,27,1
Jill,32,44,31,25,5
Sam,29,2,47,42,4
Jill,2,36,35,16,3
Joy,26,38,11,16,5
Jill,47,4,1,15,2
Sam,36,40,46,28,1
Jill,43,14,4,9,2
Sam,6,23,15,26,2
Mel,23,15,25,13,3
Jill,42,43,3,45,3
Joy,19,30,34,27,3
Joy,47,28,40,22,4
Mel,16,2,15,12,4
Joy,32,38,49,18,3
Sam,32,18,39,26,5
Joy,29,43,33,44,4
Mel,3,19,13,21,1
Mel,15,29,29,45,3
Joy,12,39,13,42,4
Joe,29,41,29,48,5
Sam,41,33,50,23,4
Jill,28,34,50,26,5
Joe,19,6,20,40,5
Sam,16,25,28,13,1
Joy,36,2,30,48,2
Sam,31,39,42,50,4
Joe,25,25,36,43,4
Jill,25,21,24,35,2
Joy,1,25,18,17,4
Jill,6,8,35,39,3
Sam,49,14,33,28,3
Joe,23,49,47,7,4
Joy,36,28,20,6,2
Sam,29,35,3,26,5
Sam,2,14,16,23,2
Jill,45,7,13,9,1
Sam,23,36,10,5,3
Joy,45,13,13,26,5
Joe,28,27,34,28,3
Mel,30,29,49,28,4
Joe,26,37,17,8,2
Joe,17,37,35,9,3
Joy,42,23,41,31,2
Joy,5,20,28,40,1
Joe,9,19,13,33,3
Mel,25,5,9,35,1
Jill,42,50,6,48,1
Joe,45,3,36,45,1
Joe,44,45,34,19,5
Joe,28,48,36,23,2
Mel,31,29,29,13,2
Sam,50,39,37,25,1
Mel,47,30,23,44,5
Sam,27,23,28,46,1
Jill,9,25,24,17,5
Jill,34,10,45,14,5
Joe,31,33,36,15,2
Joy,13,9,50,4,1
Jill,21,16,18,8,2
Joe,23,17,34,29,1
Sam,8,46,45,1,1
Joe,45,50,22,38,3
Mel,38,49,3,1,5
Jill,21,40,25,20,1
Mel,17,34,11,30,5
Sam,21,35,17,9,1
Joe,47,38,3,32,1
Jill,18,4,16,43,4
Jill,1,28,9,22,1
Mel,27,19,15,43,5
Sam,31,2,11,50,1
Sam,12,9,11,19,2
Sam,17,9,17,12,5
Sam,17,27,4,19,4
Joe,34,31,3,34,4
Sam,2,11,49,1,4
Sam,6,7,2,6,3
Sam,35,35,29,9,1
Joy,1,17,26,17,5
Joe,43,13,5,2,4
Jill,18,45,11,1,1
Jill,33,17,8,27,3
Sam,1,17,17,45,4
Jill,28,14,38,8,1
Joe,21,13,40,9,2
Sam,44,39,18,14,3
Mel,35,26,19,12,5
Joe,48,15,17,26,3
Sam,33,25,40,3,1
Sam,16,18,50,12,5
Mel,32,23,39,42,5
Jill,16,21,28,34,3
Sam,28,16,38,11,1
Jill,3,5,27,20,2
Jill,36,37,15,19,3
Sam,47,16,50,32,4
Mel,18,41,20,24,2
Joy,17,10,42,5,4
Jill,15,50,48,12,4
Jill,28,4,8,16,4
Jill,12,31,28,41,4
Sam,4,43,8,22,3
Joe,3,22,29,9,4
Joe,10,9,45,40,1
Joy,2,30,35,15,5
Mel,49,8,10,48,3
Jill,44,47,7,8,1
Mel,26,3,14,22,1
Joy,18,30,33,5,5
Joy,4,11,6,7,2
Jill,46,12,47,18,2
Mel,8,8,28,44,5
Joy,48,16,46,31,4
Joe,35,33,15,33,2
Jill,7,9,45,21,3
Jill,29,46,31,24,5
Joy,27,6,39,43,4
Sam,49,11,48,39,2
Joe,33,44,12,50,5
Sam,14,34,10,40,5
Sam,16,17,30,19,4
Mel,6,27,22,45,4
Joy,20,12,22,38,3
Joy,44,41,21,49,4
Jill,35,9,47,33,4
Joe,28,2,29,47,3
Jill,31,4,7,24,2
Jill,9,6,25,36,2
Sam,7,19,45,45,5
Jill,39,50,3,43,1
Mel,38,44,38,47,2
Sam,9,16,5,3,4
Joy,42,5,25,44,3
Joy,30,27,8,49,3
Joe,35,34,47,33,3
Jill,31,14,37,16,3
Jill,15,32,39,50,1
Joy,30,25,38,29,4
Mel,40,8,11,37,2
Sam,37,4,23,10,5
Sam,48,7,48,9,1
Joy,47,29,30,34,1
Joe,1,20,32,45,3
Joy,42,36,23,50,4
Jill,48,6,35,20,2
Jill,20,22,47,15,1
Jill,17,9,44,49,2
Joe,29,10,13,44,3
Jill,33,23,48,44,5
Sam,32,4,10,36,3
Mel,21,19,15,19,4
Joy,28,44,28,31,5
Joy,26,39,48,3,5
Sam,47,10,15,3,2
Jill,9,13,13,41,3
Joy,47,20,45,48,3
Jill,12,24,26,28,2
Joy,36,50,29,19,3
Sam,27,40,24,26,3
Mel,20,43,36,40,5
Mel,30,47,23,49,4
Joe,43,45,2,16,3
Joe,3,42,43,33,5
Jill,29,38,5,41,5
Sam,20,18,2,47,2
